symbol	ensembl_gene_id	endpoint_role
EIF3J	ENSG00000104131	target
EPHB6	ENSG00000106123	target
ALDOC	ENSG00000109107	target
ESYT2	ENSG00000117868	target
CDKN2D	ENSG00000129355	target
NINJ1	ENSG00000131669	target
FADS2	ENSG00000134824	target
CEMIP2	ENSG00000135048	target
IER3	ENSG00000137331	target
MBOAT2	ENSG00000143797	target
FADS1	ENSG00000149485	target
FBXO32	ENSG00000156804	target
ZYX	ENSG00000159840	target
ARPC2	ENSG00000163466	target
CDCP1	ENSG00000163814	target
RNF168	ENSG00000163961	target
SYNE3	ENSG00000176438	target
MAPK11	ENSG00000185386	target
GOLGA8B	ENSG00000215252	target
VMP1	ENSG00000062716	target
SMC1A	ENSG00000072501	target
HTATIP2	ENSG00000109854	target
ARPC3	ENSG00000111229	target
CYTIP	ENSG00000115165	target
VKORC1	ENSG00000167397	target
SERTAD2	ENSG00000179833	target
H1-10	ENSG00000184897	target
H1-0	ENSG00000189060	target
PSAP	ENSG00000197746	target
ERO1A	ENSG00000197930	target
MDM4	ENSG00000198625	target
ZNF358	ENSG00000198816	target
CFH	ENSG00000000971	target
ENPP4	ENSG00000001561	target
MAD1L1	ENSG00000002822	target
KLHL13	ENSG00000003096	target
SKAP2	ENSG00000005020	target
ATOSB	ENSG00000005238	target
GCFC2	ENSG00000005436	target
MYCBP2	ENSG00000005810	target
ITGA3	ENSG00000005884	target
GDE1	ENSG00000006007	target
PHTF2	ENSG00000006576	target
GGCT	ENSG00000006625	target
MATK	ENSG00000007264	target
CRAMP1	ENSG00000007545	target
MYLIP	ENSG00000007944	target
ADAM22	ENSG00000008277	target
CYB561	ENSG00000008283	target
MGST1	ENSG00000008394	target
ST3GAL1	ENSG00000008513	target
VTA1	ENSG00000009844	target
DYRK4	ENSG00000010219	target
STARD3NL	ENSG00000010270	target
CD9	ENSG00000010278	target
IDS	ENSG00000010404	target
PLAUR	ENSG00000011422	target
EHD3	ENSG00000013016	target
CD6	ENSG00000013725	target
CAPN1	ENSG00000014216	target
NUDCD3	ENSG00000015676	target
WWTR1	ENSG00000018408	target
AGPS	ENSG00000018510	target
CD74	ENSG00000019582	target
RUNX3	ENSG00000020633	target
PLEKHB1	ENSG00000021300	target
FHL1	ENSG00000022267	target
RNF10	ENSG00000022840	target
GRAMD1B	ENSG00000023171	target
ALAS1	ENSG00000023330	target
BIRC3	ENSG00000023445	target
STRAP	ENSG00000023734	target
CCDC28A	ENSG00000024862	target
CD44	ENSG00000026508	target
VEZT	ENSG00000028203	target
POU2F2	ENSG00000028277	target
SNX1	ENSG00000028528	target
GRN	ENSG00000030582	target
PNPLA6	ENSG00000032444	target
APBA2	ENSG00000034053	target
TMSB10	ENSG00000034510	target
VCL	ENSG00000035403	target
DAPK2	ENSG00000035664	target
NSMAF	ENSG00000035681	target
TIMP2	ENSG00000035862	target
TRIO	ENSG00000038382	target
MTREX	ENSG00000039123	target
STAU2	ENSG00000040341	target
RAB27B	ENSG00000041353	target
TDP1	ENSG00000042088	target
AP2S1	ENSG00000042753	target
TRIT1	ENSG00000043514	target
CTNNA1	ENSG00000044115	target
DSG2	ENSG00000046604	target
ATOSA	ENSG00000047346	target
TPR	ENSG00000047410	target
C12orf4	ENSG00000047621	target
ZNF800	ENSG00000048405	target
H6PD	ENSG00000049239	target
ARHGEF5	ENSG00000050327	target
LETMD1	ENSG00000050426	target
MAPK9	ENSG00000050748	target
HERPUD1	ENSG00000051108	target
MPHOSPH9	ENSG00000051825	target
MCF2L2	ENSG00000053524	target
KIF1B	ENSG00000054523	target
FOXC1	ENSG00000054598	target
RC3H2	ENSG00000056586	target
PPP1R12A	ENSG00000058272	target
YIPF1	ENSG00000058799	target
TBXAS1	ENSG00000059377	target
ALDH18A1	ENSG00000059573	target
YBX3	ENSG00000060138	target
DGAT2	ENSG00000062282	target
ZNF275	ENSG00000063587	target
CASP8	ENSG00000064012	target
ABCA7	ENSG00000064687	target
DDX20	ENSG00000064703	target
BTBD1	ENSG00000064726	target
TBC1D1	ENSG00000065882	target
SMARCD1	ENSG00000066117	target
CD84	ENSG00000066294	target
KIF26A	ENSG00000066735	target
CBFB	ENSG00000067955	target
ACSL4	ENSG00000068366	target
IP6K2	ENSG00000068745	target
BCL3	ENSG00000069399	target
PFN2	ENSG00000070087	target
SLC44A1	ENSG00000070214	target
RNF126	ENSG00000070423	target
ATP2B1	ENSG00000070961	target
ARHGAP10	ENSG00000071205	target
DAZAP1	ENSG00000071626	target
MYO3B	ENSG00000071909	target
SREBF1	ENSG00000072310	target
P4HA2	ENSG00000072682	target
SIDT1	ENSG00000072858	target
PVR	ENSG00000073008	target
ALPK1	ENSG00000073331	target
MGLL	ENSG00000074416	target
ZNF532	ENSG00000074657	target
ENO1	ENSG00000074800	target
TUBE1	ENSG00000074935	target
EXOSC7	ENSG00000075914	target
RBMS2	ENSG00000076067	target
BAZ2A	ENSG00000076108	target
PAG1	ENSG00000076641	target
ICAM3	ENSG00000076662	target
MCAM	ENSG00000076706	target
APBB1IP	ENSG00000077420	target
ACER3	ENSG00000078124	target
NRDC	ENSG00000078618	target
SDF4	ENSG00000078808	target
TP73	ENSG00000078900	target
SENP1	ENSG00000079387	target
FDFT1	ENSG00000079459	target
PAFAH1B3	ENSG00000079462	target
CARMIL1	ENSG00000079691	target
EPB41L2	ENSG00000079819	target
SLC35C2	ENSG00000080189	target
DLGAP4	ENSG00000080845	target
AP4E1	ENSG00000081014	target
CDC14B	ENSG00000081377	target
JMJD4	ENSG00000081692	target
DUSP12	ENSG00000081721	target
STRADB	ENSG00000082146	target
ME2	ENSG00000082212	target
EPB41L3	ENSG00000082397	target
KAT6A	ENSG00000083168	target
TUT7	ENSG00000083223	target
SEH1L	ENSG00000085415	target
MAP3K4	ENSG00000085511	target
DDHD2	ENSG00000085788	target
MGST2	ENSG00000085871	target
SEPHS1	ENSG00000086475	target
ERO1B	ENSG00000086619	target
PGS1	ENSG00000087157	target
LPCAT2	ENSG00000087253	target
L2HGDH	ENSG00000087299	target
ERGIC2	ENSG00000087502	target
ANKRD10	ENSG00000088448	target
CRLS1	ENSG00000088766	target
DNAAF9	ENSG00000088854	target
MAVS	ENSG00000088888	target
XRN2	ENSG00000088930	target
SIRPG	ENSG00000089012	target
KIF16B	ENSG00000089177	target
TRMT6	ENSG00000089195	target
PAPOLA	ENSG00000090060	target
LYZ	ENSG00000090382	target
TFAP4	ENSG00000090447	target
GNPTG	ENSG00000090581	target
PITPNM2	ENSG00000090975	target
OSBPL8	ENSG00000091039	target
MYL6	ENSG00000092841	target
LRRFIP2	ENSG00000093167	target
AAAS	ENSG00000094914	target
NUP188	ENSG00000095319	target
SRPK1	ENSG00000096063	target
IL12RB1	ENSG00000096996	target
CDC7	ENSG00000097046	target
PRTFDC1	ENSG00000099256	target
MAST3	ENSG00000099308	target
HSD3B7	ENSG00000099377	target
MTAP	ENSG00000099810	target
IZUMO4	ENSG00000099840	target
TBC1D10A	ENSG00000099992	target
SH3BP1	ENSG00000100092	target
LGALS1	ENSG00000100097	target
BIK	ENSG00000100290	target
ARSA	ENSG00000100299	target
RBFOX2	ENSG00000100320	target
MYH9	ENSG00000100345	target
KIAA0930	ENSG00000100364	target
NCF4	ENSG00000100365	target
CSF2RB	ENSG00000100368	target
GZMB	ENSG00000100453	target
CGRRF1	ENSG00000100532	target
ATP6V1D	ENSG00000100554	target
TIMM9	ENSG00000100575	target
SIX4	ENSG00000100625	target
CEP128	ENSG00000100629	target
ERH	ENSG00000100632	target
ZFYVE21	ENSG00000100711	target
VRK1	ENSG00000100749	target
PPP4R3A	ENSG00000100796	target
ARHGAP5	ENSG00000100852	target
PCK2	ENSG00000100889	target
REC8	ENSG00000100918	target
GMPR2	ENSG00000100938	target
PLTP	ENSG00000100979	target
CD40	ENSG00000101017	target
ZMYND8	ENSG00000101040	target
NDRG3	ENSG00000101079	target
CTSZ	ENSG00000101160	target
GID8	ENSG00000101193	target
IDH3B	ENSG00000101365	target
CST3	ENSG00000101439	target
PIGU	ENSG00000101464	target
METTL4	ENSG00000101574	target
RBBP8	ENSG00000101773	target
ASB9	ENSG00000102048	target
PQBP1	ENSG00000102103	target
PCSK1N	ENSG00000102109	target
PIN4	ENSG00000102309	target
PARP4	ENSG00000102699	target
KPNA3	ENSG00000102753	target
DGKH	ENSG00000102780	target
KATNAL1	ENSG00000102781	target
MGRN1	ENSG00000102858	target
NUP93	ENSG00000102900	target
NFAT5	ENSG00000102908	target
ARL2BP	ENSG00000102931	target
TANGO6	ENSG00000103047	target
HCFC1R1	ENSG00000103145	target
NPRL3	ENSG00000103148	target
MLYCD	ENSG00000103150	target
NME4	ENSG00000103202	target
UBE2I	ENSG00000103275	target
EARS2	ENSG00000103356	target
GGA2	ENSG00000103365	target
KAT8	ENSG00000103510	target
LACTB	ENSG00000103642	target
CSK	ENSG00000103653	target
CTSH	ENSG00000103811	target
TTC23	ENSG00000103852	target
GABPB1	ENSG00000104064	target
SLC30A4	ENSG00000104154	target
MYEF2	ENSG00000104177	target
CA2	ENSG00000104267	target
NIPAL2	ENSG00000104361	target
IL7	ENSG00000104432	target
CHRAC1	ENSG00000104472	target
INTS10	ENSG00000104613	target
TNFRSF10A	ENSG00000104689	target
ASAH1	ENSG00000104763	target
NUCB1	ENSG00000104805	target
SARS2	ENSG00000104835	target
C19orf53	ENSG00000104979	target
CCDC61	ENSG00000104983	target
FAM32A	ENSG00000105058	target
PLD3	ENSG00000105223	target
CLIP3	ENSG00000105270	target
APLP1	ENSG00000105290	target
PLIN3	ENSG00000105355	target
CD33	ENSG00000105383	target
NAPA	ENSG00000105402	target
TFPT	ENSG00000105619	target
ISYNA1	ENSG00000105655	target
LSR	ENSG00000105699	target
KXD1	ENSG00000105700	target
PON2	ENSG00000105854	target
OGDH	ENSG00000105953	target
AIMP2	ENSG00000106305	target
RHEB	ENSG00000106615	target
CLIP2	ENSG00000106665	target
SPIN1	ENSG00000106723	target
PRUNE2	ENSG00000106772	target
CORO2A	ENSG00000106789	target
RLN2	ENSG00000107014	target
RAPGEF1	ENSG00000107263	target
GATA3	ENSG00000107485	target
TRDMT1	ENSG00000107614	target
DDX50	ENSG00000107625	target
MAPK8	ENSG00000107643	target
NSMCE4A	ENSG00000107672	target
CCSER2	ENSG00000107771	target
MINPP1	ENSG00000107789	target
NPM3	ENSG00000107833	target
CPEB3	ENSG00000107864	target
CUEDC2	ENSG00000107874	target
GLRX3	ENSG00000108010	target
SMC3	ENSG00000108055	target
PBLD	ENSG00000108187	target
RAD51C	ENSG00000108384	target
GALK1	ENSG00000108479	target
NUP88	ENSG00000108559	target
C1QBP	ENSG00000108561	target
BLMH	ENSG00000108578	target
SYNGR2	ENSG00000108639	target
LGALS3BP	ENSG00000108679	target
CCL1	ENSG00000108702	target
PPP1R9B	ENSG00000108819	target
VAT1	ENSG00000108828	target
DCUN1D4	ENSG00000109184	target
CRACD	ENSG00000109265	target
ZNF330	ENSG00000109445	target
DHX15	ENSG00000109606	target
SLC2A9	ENSG00000109667	target
STIM2	ENSG00000109689	target
MFSD10	ENSG00000109736	target
UFSP2	ENSG00000109775	target
KLHL5	ENSG00000109790	target
CCDC34	ENSG00000109881	target
VWA5A	ENSG00000110002	target
EHD1	ENSG00000110047	target
CEP126	ENSG00000110318	target
DDX6	ENSG00000110367	target
NECTIN1	ENSG00000110400	target
HIPK3	ENSG00000110422	target
SLC15A3	ENSG00000110446	target
ACCS	ENSG00000110455	target
WNT5B	ENSG00000111186	target
PARP11	ENSG00000111224	target
SH2B3	ENSG00000111252	target
DUSP16	ENSG00000111266	target
CDK2AP1	ENSG00000111328	target
STX2	ENSG00000111450	target
NUP107	ENSG00000111581	target
CHD4	ENSG00000111642	target
DSE	ENSG00000111817	target
MAN1A1	ENSG00000111885	target
SERINC1	ENSG00000111897	target
PHACTR1	ENSG00000112137	target
BVES	ENSG00000112276	target
WASF1	ENSG00000112290	target
VNN2	ENSG00000112303	target
PERP	ENSG00000112378	target
CUTA	ENSG00000112514	target
CCND3	ENSG00000112576	target
GMDS	ENSG00000112699	target
FAF2	ENSG00000113194	target
ITK	ENSG00000113263	target
CLINT1	ENSG00000113282	target
CNOT6	ENSG00000113300	target
DROSHA	ENSG00000113360	target
GNPDA1	ENSG00000113552	target
CPEB4	ENSG00000113742	target
CD86	ENSG00000114013	target
GNAI2	ENSG00000114353	target
GNB4	ENSG00000114450	target
SNX4	ENSG00000114520	target
C3orf52	ENSG00000114529	target
ZBTB47	ENSG00000114853	target
MPV17	ENSG00000115204	target
SNX17	ENSG00000115234	target
GALNT3	ENSG00000115339	target
CCDC88A	ENSG00000115355	target
IL18R1	ENSG00000115604	target
IL18RAP	ENSG00000115607	target
DCAF17	ENSG00000115827	target
ATF2	ENSG00000115966	target
TIA1	ENSG00000116001	target
PCYOX1	ENSG00000116005	target
PLEKHA3	ENSG00000116095	target
ALMS1	ENSG00000116127	target
CAPZA1	ENSG00000116489	target
RNF19B	ENSG00000116514	target
RHOU	ENSG00000116574	target
DOCK7	ENSG00000116641	target
KIAA2013	ENSG00000116685	target
MIIP	ENSG00000116691	target
NID1	ENSG00000116962	target
RIMS3	ENSG00000117016	target
SLAMF1	ENSG00000117090	target
KDM5B	ENSG00000117139	target
AKR1A1	ENSG00000117448	target
BLZF1	ENSG00000117475	target
CNN3	ENSG00000117519	target
PRRC2C	ENSG00000117523	target
HSD11B1	ENSG00000117594	target
IRF6	ENSG00000117595	target
RCAN3	ENSG00000117602	target
RSRP1	ENSG00000117616	target
STX12	ENSG00000117758	target
MREG	ENSG00000118242	target
SLC16A7	ENSG00000118596	target
VAMP8	ENSG00000118640	target
PKD2	ENSG00000118762	target
EEF2KMT	ENSG00000118894	target
CYP20A1	ENSG00000119004	target
RAD23B	ENSG00000119318	target
SET	ENSG00000119335	target
PTPA	ENSG00000119383	target
IFI27L2	ENSG00000119632	target
PPP4R4	ENSG00000119698	target
COQ6	ENSG00000119723	target
RHOQ	ENSG00000119729	target
MOB3B	ENSG00000120162	target
MTHFD1L	ENSG00000120254	target
PDZD11	ENSG00000120509	target
TNFSF11	ENSG00000120659	target
NR2C1	ENSG00000120798	target
TMPO	ENSG00000120802	target
NFYB	ENSG00000120837	target
SORBS3	ENSG00000120896	target
PTK2B	ENSG00000120899	target
SPOP	ENSG00000121067	target
FAM117A	ENSG00000121104	target
TRIM6	ENSG00000121236	target
PYROXD1	ENSG00000121350	target
DESI2	ENSG00000121644	target
PIK3CA	ENSG00000121879	target
PDS5A	ENSG00000121892	target
ZSCAN20	ENSG00000121903	target
LRIF1	ENSG00000121931	target
LY9	ENSG00000122224	target
ANXA11	ENSG00000122359	target
ZMIZ2	ENSG00000122515	target
GLIPR2	ENSG00000122694	target
SLC25A51	ENSG00000122696	target
CALD1	ENSG00000122786	target
BICC1	ENSG00000122870	target
ATF1	ENSG00000123268	target
SPATS2	ENSG00000123352	target
PDE1B	ENSG00000123360	target
NDUFAF4	ENSG00000123545	target
AGO2	ENSG00000123908	target
MXD4	ENSG00000123933	target
TTPAL	ENSG00000124120	target
STAU1	ENSG00000124214	target
BCAS4	ENSG00000124243	target
MCEE	ENSG00000124370	target
USP9X	ENSG00000124486	target
BTN2A2	ENSG00000124508	target
H1-3	ENSG00000124575	target
NQO2	ENSG00000124588	target
MED20	ENSG00000124641	target
NRN1	ENSG00000124785	target
NUP153	ENSG00000124789	target
DEK	ENSG00000124795	target
DOK4	ENSG00000125170	target
GPR18	ENSG00000125245	target
ABCC4	ENSG00000125257	target
SEPTIN6	ENSG00000125354	target
NT5C	ENSG00000125458	target
PSD4	ENSG00000125637	target
CD93	ENSG00000125810	target
SNRPB	ENSG00000125835	target
RRBP1	ENSG00000125844	target
DSTN	ENSG00000125868	target
HNRNPR	ENSG00000125944	target
ROMO1	ENSG00000125995	target
TUBGCP3	ENSG00000126216	target
LRFN3	ENSG00000126243	target
CAPNS1	ENSG00000126247	target
PDCD2L	ENSG00000126249	target
UBA2	ENSG00000126261	target
RRAS	ENSG00000126458	target
EMG1	ENSG00000126749	target
SIX1	ENSG00000126778	target
FAM78A	ENSG00000126882	target
TMEM175	ENSG00000127419	target
FBXL12	ENSG00000127452	target
F2RL3	ENSG00000127533	target
PNKD	ENSG00000127838	target
PTPN12	ENSG00000127947	target
ATF4	ENSG00000128272	target
MPST	ENSG00000128309	target
TST	ENSG00000128311	target
IFT22	ENSG00000128581	target
CCDC136	ENSG00000128596	target
MYO1B	ENSG00000128641	target
SNRPN	ENSG00000128739	target
LOXL1	ENSG00000129038	target
SUMF2	ENSG00000129103	target
RPAIN	ENSG00000129197	target
PHF20L1	ENSG00000129292	target
KRI1	ENSG00000129347	target
BCL2L2	ENSG00000129473	target
DTD2	ENSG00000129480	target
NEDD8	ENSG00000129559	target
RHBDF2	ENSG00000129667	target
CBFA2T3	ENSG00000129993	target
GAMT	ENSG00000130005	target
ELOF1	ENSG00000130165	target
BST2	ENSG00000130303	target
NSUN5	ENSG00000130305	target
DDA1	ENSG00000130311	target
LSM7	ENSG00000130332	target
RSPH3	ENSG00000130363	target
ZSWIM6	ENSG00000130449	target
FCHO1	ENSG00000130475	target
CAMSAP1	ENSG00000130559	target
ZBTB46	ENSG00000130584	target
LSP1	ENSG00000130592	target
ATXN10	ENSG00000130638	target
CEP85	ENSG00000130695	target
ASS1	ENSG00000130707	target
TRIM28	ENSG00000130726	target
SESN2	ENSG00000130766	target
PLXNA3	ENSG00000130827	target
ARHGEF9	ENSG00000131089	target
ATP6V1E1	ENSG00000131100	target
ZNF428	ENSG00000131116	target
GSE1	ENSG00000131149	target
ABCB7	ENSG00000131269	target
TBC1D5	ENSG00000131374	target
KCNC3	ENSG00000131398	target
ACAP3	ENSG00000131584	target
ZCCHC9	ENSG00000131732	target
PEX11B	ENSG00000131779	target
SNRPA1	ENSG00000131876	target
ILKAP	ENSG00000132323	target
COQ3	ENSG00000132423	target
LANCL2	ENSG00000132434	target
WBP2	ENSG00000132471	target
DLG4	ENSG00000132535	target
FLOT2	ENSG00000132589	target
DAP3	ENSG00000132676	target
CTNNBL1	ENSG00000132792	target
VSTM2L	ENSG00000132821	target
SERINC3	ENSG00000132824	target
ATP8A2	ENSG00000132932	target
ZMYM5	ENSG00000132950	target
MYH10	ENSG00000133026	target
PEMT	ENSG00000133027	target
CCNA1	ENSG00000133101	target
SPART	ENSG00000133104	target
STARD13	ENSG00000133121	target
TCEAL4	ENSG00000133142	target
PDE6B	ENSG00000133256	target
RTN3	ENSG00000133318	target
PLAAT4	ENSG00000133321	target
MYO18B	ENSG00000133454	target
SLC2A11	ENSG00000133460	target
IPO8	ENSG00000133704	target
E2F5	ENSG00000133740	target
GSTM3	ENSG00000134202	target
PTGFRN	ENSG00000134247	target
ARF3	ENSG00000134287	target
LPIN1	ENSG00000134324	target
RTL8C	ENSG00000134590	target
YARS1	ENSG00000134684	target
HOOK1	ENSG00000134709	target
BTF3L4	ENSG00000134717	target
UBQLN1	ENSG00000135018	target
TMEM60	ENSG00000135211	target
GDF11	ENSG00000135414	target
TSPAN31	ENSG00000135452	target
OS9	ENSG00000135506	target
STX11	ENSG00000135604	target
TEC	ENSG00000135605	target
GNS	ENSG00000135677	target
MPHOSPH6	ENSG00000135698	target
CCDC102A	ENSG00000135736	target
PCNX2	ENSG00000135749	target
STX6	ENSG00000135823	target
USP44	ENSG00000136014	target
AOAH	ENSG00000136250	target
ZFHX2	ENSG00000136367	target
ACTL6A	ENSG00000136518	target
NDUFB5	ENSG00000136521	target
GYPC	ENSG00000136732	target
LRRC8A	ENSG00000136802	target
ODF2	ENSG00000136811	target
TSTD2	ENSG00000136925	target
TRMO	ENSG00000136932	target
ANP32B	ENSG00000136938	target
PPIL1	ENSG00000137168	target
ZSCAN9	ENSG00000137185	target
GMPR	ENSG00000137198	target
LRRC1	ENSG00000137269	target
FAM8A1	ENSG00000137414	target
FCHSD2	ENSG00000137478	target
THAP12	ENSG00000137492	target
SYTL2	ENSG00000137501	target
NARS2	ENSG00000137513	target
FXYD2	ENSG00000137731	target
MAP2K5	ENSG00000137764	target
SQOR	ENSG00000137767	target
MAPKBP1	ENSG00000137802	target
HAUS2	ENSG00000137814	target
TUBGCP4	ENSG00000137822	target
GTF2B	ENSG00000137947	target
THUMPD2	ENSG00000138050	target
DTNB	ENSG00000138101	target
DUSP5	ENSG00000138166	target
ENTPD1	ENSG00000138185	target
METTL5	ENSG00000138382	target
IDH1	ENSG00000138413	target
ITPRID2	ENSG00000138434	target
ITGAV	ENSG00000138448	target
SLC40A1	ENSG00000138449	target
SECISBP2L	ENSG00000138593	target
TMOD3	ENSG00000138594	target
UBL7	ENSG00000138629	target
HERC6	ENSG00000138642	target
COPS4	ENSG00000138663	target
HNRNPD	ENSG00000138668	target
BLTP1	ENSG00000138688	target
NUP54	ENSG00000138750	target
PAPSS1	ENSG00000138801	target
PPP3CA	ENSG00000138814	target
MAPK8IP3	ENSG00000138834	target
NDUFA9	ENSG00000139180	target
CLSTN3	ENSG00000139182	target
LRIG3	ENSG00000139263	target
PHLDA1	ENSG00000139289	target
SNRPF	ENSG00000139343	target
SDSL	ENSG00000139410	target
MMAB	ENSG00000139428	target
GIT2	ENSG00000139436	target
SUOX	ENSG00000139531	target
GALNT6	ENSG00000139629	target
VPS37B	ENSG00000139722	target
RAB20	ENSG00000139832	target
CDH24	ENSG00000139880	target
WDR89	ENSG00000140006	target
EFCAB11	ENSG00000140025	target
GPR65	ENSG00000140030	target
PTGR2	ENSG00000140043	target
SLC12A6	ENSG00000140199	target
ANP32A	ENSG00000140350	target
COMMD4	ENSG00000140365	target
BCL2A1	ENSG00000140379	target
TLNRD1	ENSG00000140406	target
MCTP2	ENSG00000140563	target
SEC11A	ENSG00000140612	target
CDR2	ENSG00000140743	target
CDH13	ENSG00000140945	target
ZCCHC14	ENSG00000140948	target
TCF25	ENSG00000141002	target
SGSM2	ENSG00000141258	target
C18orf21	ENSG00000141428	target
OSBPL1A	ENSG00000141447	target
SAT2	ENSG00000141504	target
TP53	ENSG00000141510	target
SLC16A3	ENSG00000141526	target
FOXK2	ENSG00000141568	target
SECTM1	ENSG00000141574	target
ZIM3	ENSG00000141946	target
CCDC97	ENSG00000142039	target
COL6A2	ENSG00000142173	target
KIAA0319L	ENSG00000142687	target
EVA1B	ENSG00000142694	target
WDTC1	ENSG00000142784	target
IGSF3	ENSG00000143061	target
CTTNBP2NL	ENSG00000143079	target
GPR161	ENSG00000143147	target
MPC2	ENSG00000143158	target
COP1	ENSG00000143207	target
NUF2	ENSG00000143228	target
RGL1	ENSG00000143344	target
MINDY1	ENSG00000143409	target
SMYD2	ENSG00000143499	target
RAB13	ENSG00000143545	target
C1orf43	ENSG00000143612	target
SCCPDH	ENSG00000143653	target
SNAP47	ENSG00000143740	target
PYCR2	ENSG00000143811	target
ARL8A	ENSG00000143862	target
VPS54	ENSG00000143952	target
ASXL2	ENSG00000143970	target
CDCA7	ENSG00000144354	target
FAM171B	ENSG00000144369	target
SLC25A38	ENSG00000144659	target
CTDSPL	ENSG00000144677	target
IQSEC1	ENSG00000144711	target
MED12L	ENSG00000144893	target
NCEH1	ENSG00000144959	target
TCTA	ENSG00000145022	target
DCAF1	ENSG00000145041	target
LYAR	ENSG00000145220	target
ATP10D	ENSG00000145246	target
PLAC8	ENSG00000145287	target
ENOPH1	ENSG00000145293	target
SNCA	ENSG00000145335	target
USP53	ENSG00000145390	target
CYP4V2	ENSG00000145476	target
FBXL17	ENSG00000145743	target
TIMD4	ENSG00000145850	target
N4BP3	ENSG00000145911	target
BOD1	ENSG00000145919	target
GFOD1	ENSG00000145990	target
FAM193B	ENSG00000146067	target
FAXC	ENSG00000146267	target
ARHGAP18	ENSG00000146376	target
ABRACL	ENSG00000146386	target
DYNLT1	ENSG00000146425	target
VWDE	ENSG00000146530	target
ZNF92	ENSG00000146757	target
LUC7L2	ENSG00000146963	target
GCNA	ENSG00000147174	target
ZNF711	ENSG00000147180	target
CHRNA6	ENSG00000147434	target
ADHFE1	ENSG00000147576	target
EBAG9	ENSG00000147654	target
NDUFB9	ENSG00000147684	target
IDNK	ENSG00000148057	target
AUH	ENSG00000148090	target
SNX30	ENSG00000148158	target
GSN	ENSG00000148180	target
MRRF	ENSG00000148187	target
MSRB2	ENSG00000148450	target
ZEB1	ENSG00000148516	target
GLUD1	ENSG00000148672	target
EIF4EBP2	ENSG00000148730	target
LRRC27	ENSG00000148814	target
MTG1	ENSG00000148824	target
APIP	ENSG00000149089	target
EIF3M	ENSG00000149100	target
SERPINH1	ENSG00000149257	target
COMMD7	ENSG00000149600	target
FERMT3	ENSG00000149781	target
TMEM219	ENSG00000149932	target
MPP7	ENSG00000150054	target
ARID5B	ENSG00000150347	target
EEF1AKMT1	ENSG00000150456	target
KIAA1328	ENSG00000150477	target
PTS	ENSG00000150787	target
UBC	ENSG00000150991	target
ABTB3	ENSG00000151136	target
GXYLT1	ENSG00000151233	target
ACAD8	ENSG00000151498	target
NR3C2	ENSG00000151623	target
MFSD6	ENSG00000151690	target
FLI1	ENSG00000151702	target
SLC25A4	ENSG00000151729	target
BICD1	ENSG00000151746	target
GUF1	ENSG00000151806	target
FBXO4	ENSG00000151876	target
CCL28	ENSG00000151882	target
DST	ENSG00000151914	target
GPATCH11	ENSG00000152133	target
ARL14EP	ENSG00000152219	target
ATP5F1A	ENSG00000152234	target
C18orf25	ENSG00000152242	target
ZNF256	ENSG00000152454	target
PLEKHH2	ENSG00000152527	target
GPD1L	ENSG00000152642	target
PTPRK	ENSG00000152894	target
CWC27	ENSG00000153015	target
MERTK	ENSG00000153208	target
TMEM87B	ENSG00000153214	target
RPIA	ENSG00000153574	target
PPP2R5E	ENSG00000154001	target
SDHAF4	ENSG00000154079	target
ANKH	ENSG00000154122	target
NRGN	ENSG00000154146	target
TOMM70	ENSG00000154174	target
NEIL2	ENSG00000154328	target
LONRF1	ENSG00000154359	target
CXADR	ENSG00000154639	target
JAM2	ENSG00000154721	target
MPPE1	ENSG00000154889	target
ANKRD40	ENSG00000154945	target
CYP2U1	ENSG00000155016	target
KLF10	ENSG00000155090	target
AGPAT5	ENSG00000155189	target
GOLGA7B	ENSG00000155265	target
SLC16A1	ENSG00000155380	target
TTN	ENSG00000155657	target
PXYLP1	ENSG00000155893	target
RASA2	ENSG00000155903	target
TMBIM4	ENSG00000155957	target
CLIC2	ENSG00000155962	target
N6AMT1	ENSG00000156239	target
TIAM1	ENSG00000156299	target
SCAF4	ENSG00000156304	target
SFXN2	ENSG00000156398	target
UQCRB	ENSG00000156467	target
CD109	ENSG00000156535	target
TATDN2	ENSG00000157014	target
ARMC12	ENSG00000157343	target
ETS2	ENSG00000157557	target
FMNL2	ENSG00000157827	target
AGAP1	ENSG00000157985	target
RHPN1	ENSG00000158106	target
PRXL2C	ENSG00000158122	target
EYA3	ENSG00000158161	target
WASF2	ENSG00000158195	target
TMSB15B	ENSG00000158427	target
TSPAN33	ENSG00000158457	target
HMHB1	ENSG00000158497	target
NCF1	ENSG00000158517	target
TMED4	ENSG00000158604	target
F11R	ENSG00000158769	target
RAPGEF6	ENSG00000158987	target
CFAP298	ENSG00000159079	target
GART	ENSG00000159131	target
SV2A	ENSG00000159164	target
CLIC6	ENSG00000159212	target
ADIPOR1	ENSG00000159346	target
RGL4	ENSG00000159496	target
CHCHD6	ENSG00000159685	target
ZFYVE28	ENSG00000159733	target
PSKH1	ENSG00000159792	target
ZBTB8A	ENSG00000160062	target
SLC37A1	ENSG00000160190	target
GAB3	ENSG00000160219	target
ZER1	ENSG00000160445	target
CD3G	ENSG00000160654	target
CHTOP	ENSG00000160679	target
CXCR5	ENSG00000160683	target
ANO10	ENSG00000160746	target
GPATCH4	ENSG00000160818	target
